district_id,district_name,division,block,village,species,disease_id,disease_name,week_start,reported_cases,deaths,reporter_type,lat,lon,state
KOLHAPUR,Kolhapur,Kolhapur,Panhala,panhwadi76,goat,ppr,Peste des Petits Ruminants,2024-12-30,0,0,para_vet,16.765188,74.203318,Maharashtra
KOLHAPUR,Kolhapur,Kolhapur,Radhanagari,radhtarf17,cattle,brucellosis,Brucellosis,2024-12-30,0,0,panchayat_member,16.703967,74.098427,Maharashtra
KOLHAPUR,Kolhapur,Kolhapur,Hatkanangle,hatkkhurd55,buffalo,brucellosis,Brucellosis,2024-12-30,0,0,field_vet,16.719908,74.255192,Maharashtra
KOLHAPUR,Kolhapur,Kolhapur,Karveer,karvpur4,goat,brucellosis,Brucellosis,2024-12-30,0,0,para_vet,16.85203,74.372356,Maharashtra
KOLHAPUR,Kolhapur,Kolhapur,Panhala,panhpeth36,poultry,ai_h5n1,Avian Influenza (H5N1),2024-12-30,0,0,farmer,16.604906,74.279127,Maharashtra
SANGLI,Sangli,Kolhapur,Miraj,miratarf52,cattle,lsd,Lumpy Skin Disease,2024-12-30,0,0,livestock_inspector,16.871728,74.662024,Maharashtra
SANGLI,Sangli,Kolhapur,Miraj,miragaon5,buffalo,brucellosis,Brucellosis,2024-12-30,0,0,para_vet,16.710394,74.70494,Maharashtra
SOLAPUR,Solapur,Pune,Pandharpur,pandgaon32,goat,fmd,Foot-and-Mouth Disease,2024-12-30,0,0,farmer,17.648484,75.825157,Maharashtra
SOLAPUR,Solapur,Pune,Mangalvedhe,mangnagar24,buffalo,lsd,Lumpy Skin Disease,2024-12-30,0,0,field_vet,17.669408,75.914837,Maharashtra
SOLAPUR,Solapur,Pune,Barshi,barswadi43,goat,ppr,Peste des Petits Ruminants,2024-12-30,0,0,para_vet,17.809828,75.997496,Maharashtra
SOLAPUR,Solapur,Pune,Pandharpur,pandbudruk56,sheep,ppr,Peste des Petits Ruminants,2024-12-30,0,0,livestock_inspector,17.640943,75.801074,Maharashtra
SOLAPUR,Solapur,Pune,Pandharpur,pandnagar13,buffalo,brucellosis,Brucellosis,2024-12-30,0,0,field_vet,17.799424,75.944451,Maharashtra
SOLAPUR,Solapur,Pune,Akkalkot,akkabudruk75,poultry,ai_h5n1,Avian Influenza (H5N1),2024-12-30,0,0,para_vet,17.673063,76.038843,Maharashtra
NAGPUR,Nagpur,Nagpur,Umred,umregaon41,buffalo,fmd,Foot-and-Mouth Disease,2024-12-30,0,0,para_vet,21.008489,79.121368,Maharashtra
NAGPUR,Nagpur,Nagpur,Hingna,hingpeth37,goat,ppr,Peste des Petits Ruminants,2024-12-30,0,0,farmer,21.141306,79.109505,Maharashtra
NAGPUR,Nagpur,Nagpur,Narkhed,narkpeth2,buffalo,brucellosis,Brucellosis,2024-12-30,0,0,farmer,21.209246,79.211521,Maharashtra
NAGPUR,Nagpur,Nagpur,Katol,katowadi66,goat,brucellosis,Brucellosis,2024-12-30,0,0,livestock_inspector,21.241744,79.100365,Maharashtra
NAGPUR,Nagpur,Nagpur,Hingna,hingwadi81,poultry,ai_h5n1,Avian Influenza (H5N1),2024-12-30,0,0,field_vet,21.024323,79.217467,Maharashtra
LATUR,Latur,Aurangabad,Chakur,chakwadi94,goat,fmd,Foot-and-Mouth Disease,2024-12-30,0,0,panchayat_member,18.409895,76.586694,Maharashtra
LATUR,Latur,Aurangabad,Ausa,ausanagar34,sheep,fmd,Foot-and-Mouth Disease,2024-12-30,0,0,field_vet,18.419331,76.458615,Maharashtra
LATUR,Latur,Aurangabad,Shirur Anantpal,shirwadi54,goat,ppr,Peste des Petits Ruminants,2024-12-30,0,0,livestock_inspector,18.354859,76.610375,Maharashtra
LATUR,Latur,Aurangabad,Shirur Anantpal,shirgaon39,sheep,ppr,Peste des Petits Ruminants,2024-12-30,0,0,panchayat_member,18.379769,76.639783,Maharashtra
JALGAON,Jalgaon,Nashik,Chopda,chopnagar15,cattle,fmd,Foot-and-Mouth Disease,2024-12-30,0,0,field_vet,20.985845,75.560907,Maharashtra
JALGAON,Jalgaon,Nashik,Chopda,chopnagar90,cattle,lsd,Lumpy Skin Disease,2024-12-30,0,0,field_vet,21.108226,75.525494,Maharashtra
JALGAON,Jalgaon,Nashik,Pachora,pachkhurd35,buffalo,brucellosis,Brucellosis,2024-12-30,0,0,panchayat_member,20.977739,75.621606,Maharashtra
PUNE,Pune,Pune,Mulshi,mulskhurd15,cattle,fmd,Foot-and-Mouth Disease,2025-01-06,0,0,panchayat_member,18.639218,74.004966,Maharashtra
PUNE,Pune,Pune,Baramati,baranagar9,cattle,brucellosis,Brucellosis,2025-01-06,0,0,livestock_inspector,18.597082,73.851972,Maharashtra
AHMEDNAGAR,Ahmednagar,Nashik,Sangamner,sangnagar67,cattle,fmd,Foot-and-Mouth Disease,2025-01-06,0,0,farmer,19.180983,74.84992,Maharashtra
AHMEDNAGAR,Ahmednagar,Nashik,Pathardi,pathpeth47,sheep,ppr,Peste des Petits Ruminants,2025-01-06,0,0,para_vet,19.153897,74.712447,Maharashtra
NASHIK,Nashik,Nashik,Niphad,niphbudruk18,cattle,fmd,Foot-and-Mouth Disease,2025-01-06,0,0,field_vet,20.015406,73.814109,Maharashtra
NASHIK,Nashik,Nashik,Malegaon,malenagar34,sheep,fmd,Foot-and-Mouth Disease,2025-01-06,0,0,para_vet,19.860607,73.877151,Maharashtra
NASHIK,Nashik,Nashik,Dindori,dindwadi89,goat,brucellosis,Brucellosis,2025-01-06,0,0,livestock_inspector,19.904379,73.696021,Maharashtra
KOLHAPUR,Kolhapur,Kolhapur,Hatkanangle,hatkbudruk69,goat,fmd,Foot-and-Mouth Disease,2025-01-06,0,0,panchayat_member,16.746825,74.391312,Maharashtra
KOLHAPUR,Kolhapur,Kolhapur,Gaganbawada,gagatarf57,buffalo,lsd,Lumpy Skin Disease,2025-01-06,0,0,farmer,16.834296,74.175259,Maharashtra
KOLHAPUR,Kolhapur,Kolhapur,Panhala,panhwadi27,sheep,ppr,Peste des Petits Ruminants,2025-01-06,0,0,panchayat_member,16.630369,74.313925,Maharashtra
SANGLI,Sangli,Kolhapur,Shirala,shirbudruk40,buffalo,fmd,Foot-and-Mouth Disease,2025-01-06,0,0,field_vet,16.787962,74.571667,Maharashtra
SANGLI,Sangli,Kolhapur,Tasgaon,tasgpur92,goat,fmd,Foot-and-Mouth Disease,2025-01-06,0,0,livestock_inspector,16.78804,74.59268,Maharashtra
SANGLI,Sangli,Kolhapur,Kadegaon,kadenagar88,goat,ppr,Peste des Petits Ruminants,2025-01-06,0,0,para_vet,16.948294,74.700822,Maharashtra
SANGLI,Sangli,Kolhapur,Shirala,shirkhurd42,buffalo,brucellosis,Brucellosis,2025-01-06,0,0,panchayat_member,16.853312,74.474948,Maharashtra
SANGLI,Sangli,Kolhapur,Jath,jathgaon66,goat,brucellosis,Brucellosis,2025-01-06,0,0,farmer,16.916947,74.550402,Maharashtra
SOLAPUR,Solapur,Pune,Mangalvedhe,mangkhurd58,goat,fmd,Foot-and-Mouth Disease,2025-01-06,0,0,panchayat_member,17.542046,75.948936,Maharashtra
NAGPUR,Nagpur,Nagpur,Hingna,hingwadi3,goat,ppr,Peste des Petits Ruminants,2025-01-06,0,0,farmer,21.203299,79.053982,Maharashtra
NAGPUR,Nagpur,Nagpur,Kamptee,kampbudruk25,buffalo,brucellosis,Brucellosis,2025-01-06,0,0,field_vet,21.110915,78.966082,Maharashtra
LATUR,Latur,Aurangabad,Ausa,ausakhurd94,goat,fmd,Foot-and-Mouth Disease,2025-01-06,0,0,farmer,18.395913,76.635879,Maharashtra
LATUR,Latur,Aurangabad,Chakur,chaknagar55,buffalo,lsd,Lumpy Skin Disease,2025-01-06,0,0,field_vet,18.286408,76.414313,Maharashtra
LATUR,Latur,Aurangabad,Nilanga,nilabudruk1,goat,ppr,Peste des Petits Ruminants,2025-01-06,0,0,livestock_inspector,18.421296,76.440571,Maharashtra
JALGAON,Jalgaon,Nashik,Chopda,choppur56,cattle,lsd,Lumpy Skin Disease,2025-01-06,0,0,field_vet,20.994066,75.701618,Maharashtra
JALGAON,Jalgaon,Nashik,Chopda,choppur63,buffalo,brucellosis,Brucellosis,2025-01-06,0,0,field_vet,20.973229,75.468063,Maharashtra
JALGAON,Jalgaon,Nashik,Chopda,chopnagar18,goat,brucellosis,Brucellosis,2025-01-06,0,0,livestock_inspector,20.937581,75.461416,Maharashtra
PUNE,Pune,Pune,Bhor,bhorbudruk61,sheep,ppr,Peste des Petits Ruminants,2025-01-13,0,0,para_vet,18.52133,73.982563,Maharashtra
PUNE,Pune,Pune,Indapur,indapur21,cattle,brucellosis,Brucellosis,2025-01-13,0,0,field_vet,18.585523,73.778811,Maharashtra
AHMEDNAGAR,Ahmednagar,Nashik,Rahuri,rahutarf30,goat,fmd,Foot-and-Mouth Disease,2025-01-13,0,0,livestock_inspector,18.960772,74.768854,Maharashtra
AHMEDNAGAR,Ahmednagar,Nashik,Kopargaon,kopatarf88,sheep,fmd,Foot-and-Mouth Disease,2025-01-13,0,0,farmer,18.946181,74.74316,Maharashtra
AHMEDNAGAR,Ahmednagar,Nashik,Parner,parngaon80,cattle,brucellosis,Brucellosis,2025-01-13,0,0,panchayat_member,19.222509,74.891221,Maharashtra
NASHIK,Nashik,Nashik,Malegaon,maletarf57,cattle,fmd,Foot-and-Mouth Disease,2025-01-13,0,0,field_vet,20.013505,73.904393,Maharashtra
NASHIK,Nashik,Nashik,Niphad,niphwadi52,buffalo,fmd,Foot-and-Mouth Disease,2025-01-13,0,0,field_vet,20.150004,73.770627,Maharashtra
NASHIK,Nashik,Nashik,Malegaon,malepeth36,goat,ppr,Peste des Petits Ruminants,2025-01-13,0,0,farmer,19.974342,73.774696,Maharashtra
NASHIK,Nashik,Nashik,Trimbakeshwar,trimtarf14,cattle,brucellosis,Brucellosis,2025-01-13,0,0,farmer,20.004315,73.849951,Maharashtra
KOLHAPUR,Kolhapur,Kolhapur,Karveer,karvnagar92,buffalo,fmd,Foot-and-Mouth Disease,2025-01-13,0,0,panchayat_member,16.666285,74.163442,Maharashtra
KOLHAPUR,Kolhapur,Kolhapur,Karveer,karvgaon86,goat,fmd,Foot-and-Mouth Disease,2025-01-13,0,0,para_vet,16.609672,74.363635,Maharashtra
KOLHAPUR,Kolhapur,Kolhapur,Panhala,panhpeth77,buffalo,brucellosis,Brucellosis,2025-01-13,0,0,panchayat_member,16.569855,74.19946,Maharashtra
SANGLI,Sangli,Kolhapur,Walwa,walwtarf17,buffalo,fmd,Foot-and-Mouth Disease,2025-01-13,0,0,farmer,16.965886,74.560022,Maharashtra
SANGLI,Sangli,Kolhapur,Walwa,walwtarf19,buffalo,lsd,Lumpy Skin Disease,2025-01-13,0,0,farmer,16.810804,74.452699,Maharashtra
SANGLI,Sangli,Kolhapur,Shirala,shirbudruk89,buffalo,brucellosis,Brucellosis,2025-01-13,0,0,para_vet,16.917397,74.718425,Maharashtra
SANGLI,Sangli,Kolhapur,Shirala,shirpeth49,poultry,ai_h5n1,Avian Influenza (H5N1),2025-01-13,0,0,para_vet,16.802652,74.433915,Maharashtra
SOLAPUR,Solapur,Pune,Barshi,barswadi83,cattle,lsd,Lumpy Skin Disease,2025-01-13,0,0,livestock_inspector,17.761579,75.770318,Maharashtra
SOLAPUR,Solapur,Pune,Akkalkot,akkanagar40,poultry,ai_h5n1,Avian Influenza (H5N1),2025-01-13,0,0,para_vet,17.628472,75.825684,Maharashtra
NAGPUR,Nagpur,Nagpur,Umred,umrepur59,cattle,fmd,Foot-and-Mouth Disease,2025-01-13,0,0,field_vet,21.101917,78.994162,Maharashtra
NAGPUR,Nagpur,Nagpur,Narkhed,narkgaon67,buffalo,lsd,Lumpy Skin Disease,2025-01-13,0,0,panchayat_member,21.268758,79.155037,Maharashtra
NAGPUR,Nagpur,Nagpur,Narkhed,narkwadi91,buffalo,brucellosis,Brucellosis,2025-01-13,0,0,farmer,21.220924,79.170138,Maharashtra
LATUR,Latur,Aurangabad,Renapur,renapur81,sheep,fmd,Foot-and-Mouth Disease,2025-01-13,0,0,para_vet,18.299381,76.694054,Maharashtra
LATUR,Latur,Aurangabad,Nilanga,nilapur92,buffalo,brucellosis,Brucellosis,2025-01-13,0,0,livestock_inspector,18.408208,76.665546,Maharashtra
LATUR,Latur,Aurangabad,Nilanga,nilagaon54,goat,brucellosis,Brucellosis,2025-01-13,0,0,field_vet,18.524701,76.532547,Maharashtra
JALGAON,Jalgaon,Nashik,Bhusawal,bhusbudruk9,goat,ppr,Peste des Petits Ruminants,2025-01-13,0,0,panchayat_member,20.97383,75.461261,Maharashtra
JALGAON,Jalgaon,Nashik,Chopda,chopnagar63,sheep,ppr,Peste des Petits Ruminants,2025-01-13,0,0,farmer,21.008026,75.522668,Maharashtra
PUNE,Pune,Pune,Baramati,barapur59,goat,fmd,Foot-and-Mouth Disease,2025-01-20,0,0,para_vet,18.409243,73.757383,Maharashtra
PUNE,Pune,Pune,Junnar,junnpur33,sheep,fmd,Foot-and-Mouth Disease,2025-01-20,0,0,para_vet,18.606149,73.906339,Maharashtra
PUNE,Pune,Pune,Baramati,barapur82,sheep,ppr,Peste des Petits Ruminants,2025-01-20,0,0,para_vet,18.587706,73.978932,Maharashtra
PUNE,Pune,Pune,Ambegaon,ambekhurd18,cattle,brucellosis,Brucellosis,2025-01-20,0,0,field_vet,18.65457,73.998932,Maharashtra
PUNE,Pune,Pune,Velhe,velhkhurd32,buffalo,brucellosis,Brucellosis,2025-01-20,0,0,field_vet,18.655171,73.991509,Maharashtra
PUNE,Pune,Pune,Junnar,junntarf60,poultry,ai_h5n1,Avian Influenza (H5N1),2025-01-20,0,0,livestock_inspector,18.645241,73.875815,Maharashtra
AHMEDNAGAR,Ahmednagar,Nashik,Sangamner,sangpeth35,goat,fmd,Foot-and-Mouth Disease,2025-01-20,0,0,livestock_inspector,19.060798,74.81644,Maharashtra
AHMEDNAGAR,Ahmednagar,Nashik,Rahuri,rahuwadi74,cattle,lsd,Lumpy Skin Disease,2025-01-20,0,0,field_vet,19.222388,74.879054,Maharashtra
AHMEDNAGAR,Ahmednagar,Nashik,Sangamner,sangpur98,buffalo,lsd,Lumpy Skin Disease,2025-01-20,0,0,livestock_inspector,19.123583,74.694929,Maharashtra
AHMEDNAGAR,Ahmednagar,Nashik,Parner,parnkhurd2,goat,ppr,Peste des Petits Ruminants,2025-01-20,0,0,livestock_inspector,19.205835,74.680855,Maharashtra
AHMEDNAGAR,Ahmednagar,Nashik,Pathardi,pathbudruk84,cattle,brucellosis,Brucellosis,2025-01-20,0,0,panchayat_member,19.119856,74.672344,Maharashtra
AHMEDNAGAR,Ahmednagar,Nashik,Nevasa,nevanagar29,goat,brucellosis,Brucellosis,2025-01-20,0,0,livestock_inspector,19.012602,74.886315,Maharashtra
NASHIK,Nashik,Nashik,Trimbakeshwar,trimbudruk95,goat,fmd,Foot-and-Mouth Disease,2025-01-20,0,0,para_vet,19.986184,73.911753,Maharashtra
KOLHAPUR,Kolhapur,Kolhapur,Panhala,panhpeth88,cattle,fmd,Foot-and-Mouth Disease,2025-01-20,0,0,para_vet,16.773846,74.113014,Maharashtra
KOLHAPUR,Kolhapur,Kolhapur,Shirol,shirgaon64,sheep,fmd,Foot-and-Mouth Disease,2025-01-20,0,0,para_vet,16.82753,74.152838,Maharashtra
KOLHAPUR,Kolhapur,Kolhapur,Radhanagari,radhpeth30,cattle,brucellosis,Brucellosis,2025-01-20,0,0,panchayat_member,16.612031,74.249964,Maharashtra
SANGLI,Sangli,Kolhapur,Shirala,shirwadi66,cattle,fmd,Foot-and-Mouth Disease,2025-01-20,0,0,para_vet,16.819127,74.58085,Maharashtra
SANGLI,Sangli,Kolhapur,Shirala,shirgaon46,goat,fmd,Foot-and-Mouth Disease,2025-01-20,0,0,panchayat_member,16.769078,74.720324,Maharashtra
SANGLI,Sangli,Kolhapur,Miraj,mirapeth86,sheep,fmd,Foot-and-Mouth Disease,2025-01-20,0,0,livestock_inspector,16.979313,74.660113,Maharashtra
SANGLI,Sangli,Kolhapur,Jath,jathwadi82,goat,ppr,Peste des Petits Ruminants,2025-01-20,0,0,farmer,16.928714,74.519111,Maharashtra
SOLAPUR,Solapur,Pune,Pandharpur,pandtarf30,goat,fmd,Foot-and-Mouth Disease,2025-01-20,0,0,panchayat_member,17.794833,75.988051,Maharashtra
SOLAPUR,Solapur,Pune,Akkalkot,akkagaon29,sheep,fmd,Foot-and-Mouth Disease,2025-01-20,0,0,livestock_inspector,17.562254,75.95473,Maharashtra
SOLAPUR,Solapur,Pune,Madha,madhgaon48,goat,ppr,Peste des Petits Ruminants,2025-01-20,0,0,farmer,17.638336,75.972514,Maharashtra
SOLAPUR,Solapur,Pune,Akkalkot,akkanagar76,cattle,brucellosis,Brucellosis,2025-01-20,0,0,para_vet,17.68718,75.891658,Maharashtra
SOLAPUR,Solapur,Pune,Barshi,barspur3,buffalo,brucellosis,Brucellosis,2025-01-20,0,0,field_vet,17.560518,76.049318,Maharashtra
SOLAPUR,Solapur,Pune,Akkalkot,akkagaon20,goat,brucellosis,Brucellosis,2025-01-20,0,0,field_vet,17.531887,75.816936,Maharashtra
NAGPUR,Nagpur,Nagpur,Narkhed,narkpeth28,cattle,fmd,Foot-and-Mouth Disease,2025-01-20,0,0,farmer,21.045292,79.085365,Maharashtra
NAGPUR,Nagpur,Nagpur,Saoner,saonpeth84,goat,fmd,Foot-and-Mouth Disease,2025-01-20,0,0,panchayat_member,21.121907,79.009369,Maharashtra
NAGPUR,Nagpur,Nagpur,Narkhed,narkgaon46,sheep,ppr,Peste des Petits Ruminants,2025-01-20,0,0,farmer,21.228179,79.084087,Maharashtra
NAGPUR,Nagpur,Nagpur,Katol,katopeth51,buffalo,brucellosis,Brucellosis,2025-01-20,0,0,field_vet,21.088556,79.137814,Maharashtra
LATUR,Latur,Aurangabad,Deoni,deonnagar29,cattle,lsd,Lumpy Skin Disease,2025-01-20,0,0,field_vet,18.320567,76.618816,Maharashtra
LATUR,Latur,Aurangabad,Renapur,renagaon21,buffalo,lsd,Lumpy Skin Disease,2025-01-20,0,0,panchayat_member,18.307131,76.534458,Maharashtra
JALGAON,Jalgaon,Nashik,Raver,ravepur14,sheep,ppr,Peste des Petits Ruminants,2025-01-20,0,0,farmer,21.157012,75.640675,Maharashtra
PUNE,Pune,Pune,Indapur,indatarf51,sheep,fmd,Foot-and-Mouth Disease,2025-01-27,0,0,field_vet,18.52903,73.885172,Maharashtra
PUNE,Pune,Pune,Baramati,barapur86,buffalo,brucellosis,Brucellosis,2025-01-27,0,0,para_vet,18.380446,73.781298,Maharashtra
PUNE,Pune,Pune,Junnar,junnkhurd85,goat,brucellosis,Brucellosis,2025-01-27,0,0,livestock_inspector,18.584662,73.831406,Maharashtra
AHMEDNAGAR,Ahmednagar,Nashik,Parner,parngaon83,goat,fmd,Foot-and-Mouth Disease,2025-01-27,0,0,livestock_inspector,19.076246,74.683814,Maharashtra
AHMEDNAGAR,Ahmednagar,Nashik,Shrirampur,shritarf8,sheep,fmd,Foot-and-Mouth Disease,2025-01-27,0,0,para_vet,19.013314,74.836182,Maharashtra
AHMEDNAGAR,Ahmednagar,Nashik,Parner,parntarf94,buffalo,lsd,Lumpy Skin Disease,2025-01-27,0,0,para_vet,19.004491,74.638043,Maharashtra
AHMEDNAGAR,Ahmednagar,Nashik,Kopargaon,kopagaon28,goat,ppr,Peste des Petits Ruminants,2025-01-27,0,0,para_vet,19.208144,74.666917,Maharashtra
AHMEDNAGAR,Ahmednagar,Nashik,Sangamner,sangkhurd8,poultry,ai_h5n1,Avian Influenza (H5N1),2025-01-27,0,0,farmer,19.227269,74.649912,Maharashtra
NASHIK,Nashik,Nashik,Dindori,dindkhurd35,cattle,fmd,Foot-and-Mouth Disease,2025-01-27,0,0,para_vet,19.8703,73.802055,Maharashtra
NASHIK,Nashik,Nashik,Dindori,dindpur34,sheep,ppr,Peste des Petits Ruminants,2025-01-27,0,0,farmer,19.972195,73.831946,Maharashtra
KOLHAPUR,Kolhapur,Kolhapur,Panhala,panhkhurd58,cattle,fmd,Foot-and-Mouth Disease,2025-01-27,0,0,panchayat_member,16.785826,74.116193,Maharashtra
KOLHAPUR,Kolhapur,Kolhapur,Karveer,karvgaon68,buffalo,fmd,Foot-and-Mouth Disease,2025-01-27,0,0,livestock_inspector,16.844803,74.105889,Maharashtra
KOLHAPUR,Kolhapur,Kolhapur,Panhala,panhnagar87,goat,brucellosis,Brucellosis,2025-01-27,0,0,field_vet,16.76053,74.171502,Maharashtra
SANGLI,Sangli,Kolhapur,Walwa,walwbudruk39,cattle,fmd,Foot-and-Mouth Disease,2025-01-27,0,0,livestock_inspector,16.965563,74.681554,Maharashtra
SANGLI,Sangli,Kolhapur,Jath,jathpur51,buffalo,lsd,Lumpy Skin Disease,2025-01-27,0,0,livestock_inspector,16.892798,74.494261,Maharashtra
SANGLI,Sangli,Kolhapur,Shirala,shirpeth41,goat,ppr,Peste des Petits Ruminants,2025-01-27,0,0,para_vet,16.750405,74.539108,Maharashtra
SANGLI,Sangli,Kolhapur,Walwa,walwgaon10,buffalo,brucellosis,Brucellosis,2025-01-27,0,0,field_vet,16.979618,74.718015,Maharashtra
SOLAPUR,Solapur,Pune,Madha,madhgaon29,sheep,fmd,Foot-and-Mouth Disease,2025-01-27,0,0,panchayat_member,17.737985,75.768534,Maharashtra
SOLAPUR,Solapur,Pune,Akkalkot,akkagaon23,cattle,lsd,Lumpy Skin Disease,2025-01-27,0,0,para_vet,17.538208,76.005051,Maharashtra
SOLAPUR,Solapur,Pune,Akkalkot,akkagaon92,buffalo,lsd,Lumpy Skin Disease,2025-01-27,0,0,field_vet,17.671398,76.017319,Maharashtra
SOLAPUR,Solapur,Pune,Mangalvedhe,manggaon68,goat,ppr,Peste des Petits Ruminants,2025-01-27,0,0,field_vet,17.588543,75.91757,Maharashtra
NAGPUR,Nagpur,Nagpur,Hingna,hingnagar19,buffalo,fmd,Foot-and-Mouth Disease,2025-01-27,0,0,para_vet,21.018331,78.993107,Maharashtra
NAGPUR,Nagpur,Nagpur,Umred,umregaon84,goat,ppr,Peste des Petits Ruminants,2025-01-27,0,0,para_vet,21.149906,78.997949,Maharashtra
NAGPUR,Nagpur,Nagpur,Katol,katonagar53,sheep,ppr,Peste des Petits Ruminants,2025-01-27,0,0,farmer,21.21705,79.161738,Maharashtra
NAGPUR,Nagpur,Nagpur,Saoner,saonkhurd70,cattle,brucellosis,Brucellosis,2025-01-27,0,0,livestock_inspector,21.052366,78.967108,Maharashtra
NAGPUR,Nagpur,Nagpur,Saoner,saonpur54,goat,brucellosis,Brucellosis,2025-01-27,0,0,panchayat_member,21.047075,79.171706,Maharashtra
LATUR,Latur,Aurangabad,Shirur Anantpal,shirpur13,cattle,brucellosis,Brucellosis,2025-01-27,0,0,panchayat_member,18.513545,76.629727,Maharashtra
JALGAON,Jalgaon,Nashik,Bhusawal,bhusgaon84,buffalo,fmd,Foot-and-Mouth Disease,2025-01-27,0,0,field_vet,20.931909,75.435118,Maharashtra
JALGAON,Jalgaon,Nashik,Bhusawal,bhuspur90,buffalo,lsd,Lumpy Skin Disease,2025-01-27,0,0,livestock_inspector,20.970761,75.621379,Maharashtra
PUNE,Pune,Pune,Junnar,junngaon53,cattle,lsd,Lumpy Skin Disease,2025-02-03,0,0,livestock_inspector,18.44316,73.958369,Maharashtra
PUNE,Pune,Pune,Mulshi,mulsnagar38,buffalo,lsd,Lumpy Skin Disease,2025-02-03,0,0,panchayat_member,18.530511,73.786266,Maharashtra
PUNE,Pune,Pune,Haveli,havepur52,sheep,ppr,Peste des Petits Ruminants,2025-02-03,0,0,para_vet,18.658754,73.718425,Maharashtra
AHMEDNAGAR,Ahmednagar,Nashik,Rahuri,rahukhurd6,sheep,fmd,Foot-and-Mouth Disease,2025-02-03,0,0,field_vet,19.160861,74.825932,Maharashtra
AHMEDNAGAR,Ahmednagar,Nashik,Shrirampur,shribudruk38,poultry,ai_h5n1,Avian Influenza (H5N1),2025-02-03,0,0,field_vet,19.229708,74.67362,Maharashtra
NASHIK,Nashik,Nashik,Dindori,dindtarf31,buffalo,lsd,Lumpy Skin Disease,2025-02-03,0,0,para_vet,20.135861,73.834255,Maharashtra
KOLHAPUR,Kolhapur,Kolhapur,Karveer,karvgaon92,cattle,fmd,Foot-and-Mouth Disease,2025-02-03,0,0,livestock_inspector,16.626049,74.32694,Maharashtra
KOLHAPUR,Kolhapur,Kolhapur,Karveer,karvtarf63,buffalo,lsd,Lumpy Skin Disease,2025-02-03,0,0,field_vet,16.739484,74.227888,Maharashtra
KOLHAPUR,Kolhapur,Kolhapur,Gaganbawada,gagabudruk90,goat,brucellosis,Brucellosis,2025-02-03,0,0,panchayat_member,16.692839,74.171287,Maharashtra
KOLHAPUR,Kolhapur,Kolhapur,Karveer,karvtarf30,poultry,ai_h5n1,Avian Influenza (H5N1),2025-02-03,1,0,livestock_inspector,16.708164,74.102386,Maharashtra
SANGLI,Sangli,Kolhapur,Tasgaon,tasgkhurd83,cattle,fmd,Foot-and-Mouth Disease,2025-02-03,0,0,panchayat_member,16.977933,74.725621,Maharashtra
SANGLI,Sangli,Kolhapur,Kadegaon,kadenagar24,sheep,fmd,Foot-and-Mouth Disease,2025-02-03,0,0,field_vet,16.907681,74.525538,Maharashtra
SANGLI,Sangli,Kolhapur,Walwa,walwkhurd62,cattle,lsd,Lumpy Skin Disease,2025-02-03,0,0,panchayat_member,16.717401,74.585065,Maharashtra
SANGLI,Sangli,Kolhapur,Shirala,shirnagar34,buffalo,brucellosis,Brucellosis,2025-02-03,0,0,field_vet,16.718197,74.607763,Maharashtra
SANGLI,Sangli,Kolhapur,Tasgaon,tasgtarf21,poultry,ai_h5n1,Avian Influenza (H5N1),2025-02-03,0,0,farmer,16.913682,74.593591,Maharashtra
SOLAPUR,Solapur,Pune,Karmala,karmbudruk80,cattle,fmd,Foot-and-Mouth Disease,2025-02-03,0,0,panchayat_member,17.727159,75.931252,Maharashtra
SOLAPUR,Solapur,Pune,Karmala,karmtarf13,cattle,brucellosis,Brucellosis,2025-02-03,0,0,field_vet,17.748342,75.818233,Maharashtra
NAGPUR,Nagpur,Nagpur,Saoner,saonwadi3,buffalo,fmd,Foot-and-Mouth Disease,2025-02-03,0,0,panchayat_member,21.192807,79.19814,Maharashtra
NAGPUR,Nagpur,Nagpur,Katol,katonagar75,sheep,fmd,Foot-and-Mouth Disease,2025-02-03,0,0,para_vet,21.062103,79.174996,Maharashtra
NAGPUR,Nagpur,Nagpur,Umred,umregaon16,goat,ppr,Peste des Petits Ruminants,2025-02-03,0,0,panchayat_member,21.068139,79.113548,Maharashtra
NAGPUR,Nagpur,Nagpur,Kamptee,kamptarf69,buffalo,brucellosis,Brucellosis,2025-02-03,0,0,farmer,21.252476,79.153354,Maharashtra
LATUR,Latur,Aurangabad,Shirur Anantpal,shirwadi91,goat,fmd,Foot-and-Mouth Disease,2025-02-03,0,0,farmer,18.446789,76.573766,Maharashtra
LATUR,Latur,Aurangabad,Deoni,deontarf50,cattle,lsd,Lumpy Skin Disease,2025-02-03,0,0,livestock_inspector,18.330623,76.556603,Maharashtra
LATUR,Latur,Aurangabad,Nilanga,nilakhurd61,goat,ppr,Peste des Petits Ruminants,2025-02-03,0,0,livestock_inspector,18.313313,76.418852,Maharashtra
LATUR,Latur,Aurangabad,Ausa,ausanagar33,cattle,brucellosis,Brucellosis,2025-02-03,0,0,field_vet,18.279406,76.621839,Maharashtra
LATUR,Latur,Aurangabad,Deoni,deonpeth42,buffalo,brucellosis,Brucellosis,2025-02-03,0,0,para_vet,18.359229,76.672058,Maharashtra
