fiscal_year,disease,incidence_type,value,unit,note
2013,Enterotoxaemia,Attack,451.0,value in Absolute Number,
2013,Sheep & Goat Pox,Attack,913.0,value in Absolute Number,
2013,Cow Pox,Attack,75.0,value in Absolute Number,
2013,Buffalo Pox,Attack,,value in Absolute Number,
2013,Blue Tongue,Attack,1021.0,value in Absolute Number,
2013,C.C.P.P.,Attack,290.0,value in Absolute Number,
2013,Amphistomiasis,Attack,11192.0,value in Absolute Number,
2013,Schistosomiasis,Attack,4.0,value in Absolute Number,
2013,Swine Fever,Attack,16507.0,value in Absolute Number,
2013,Salmonellosis,Attack,75551.0,value in Absolute Number,
2013,Coccidiosis,Attack,213949.0,value in Absolute Number,
2013,Ranikhet (New Castle) Disease,Attack,179218.0,value in Absolute Number,
2013,Fowl Pox,Attack,80449.0,value in Absolute Number,
2013,Fowl Cholera,Attack,63118.0,value in Absolute Number,
2013,Mareks Disease,Attack,20626.0,value in Absolute Number,
2013,I.B.D.,Attack,230.0,value in Absolute Number,
2013,Duck Plague,Attack,3526.0,value in Absolute Number,
2013,Chronic Respiratory Disease,Attack,370531.0,value in Absolute Number,
2013,Canine Distemper,Attack,732.0,value in Absolute Number,
2013,Rabies,Attack,487.0,value in Absolute Number,
2013,Babesiosis,Attack,1903.0,value in Absolute Number,
2013,Mastitis,Attack,9040.0,value in Absolute Number,
2013,Trypanismiasis,Attack,1787.0,value in Absolute Number,
2013,Mange,Attack,1699.0,value in Absolute Number,
2013,Peste Des Petits Ruminant,Attack,,value in Absolute Number,
2013,Anaplasmosis,Attack,492.0,value in Absolute Number,
2013,Brucellosis,Attack,151.0,value in Absolute Number,
2013,Coryza,Attack,150505.0,value in Absolute Number,
2013,Highly Pathogenic Avian Influenza,Attack,,value in Absolute Number,
2013,Avian Influenza,Attack,4402.0,value in Absolute Number,
2013,Equine Influenza,Attack,,value in Absolute Number,
2013,Glander Disease,Attack,4.0,value in Absolute Number,
2013,Foot & Mouth Disease,Death,8843.0,value in Absolute Number,
2013,Haemorrhagic Septicaemia,Death,453.0,value in Absolute Number,
2013,Black Quarter,Death,371.0,value in Absolute Number,
2013,Anthrax,Death,146.0,value in Absolute Number,
2013,Fascioliasis,Death,33.0,value in Absolute Number,
2013,Enterotoxaemia,Death,164.0,value in Absolute Number,
2013,Sheep & Goat Pox,Death,163.0,value in Absolute Number,
2013,Cow Pox,Death,12.0,value in Absolute Number,
2013,Buffalo Pox,Death,,value in Absolute Number,
2013,Blue Tongue,Death,67.0,value in Absolute Number,
2013,C.C.P.P.,Death,35.0,value in Absolute Number,
2013,Amphistomiasis,Death,11.0,value in Absolute Number,
2013,Schistosomiasis,Death,0.0,value in Absolute Number,
2013,Swine Fever,Death,5902.0,value in Absolute Number,
2013,Salmonellosis,Death,2284.0,value in Absolute Number,
2013,Coccidiosis,Death,27833.0,value in Absolute Number,
2013,Ranikhet (New Castle) Disease,Death,23275.0,value in Absolute Number,
2013,Fowl Pox,Death,1624.0,value in Absolute Number,
2013,Fowl Cholera,Death,26002.0,value in Absolute Number,
2013,Mareks Disease,Death,261.0,value in Absolute Number,
2013,I.B.D.,Death,28434.0,value in Absolute Number,
2013,Duck Plague,Death,1831.0,value in Absolute Number,
2013,Chronic Respiratory Disease,Death,58094.0,value in Absolute Number,
2013,Canine Distemper,Death,23.0,value in Absolute Number,
2013,Rabies,Death,487.0,value in Absolute Number,
2013,Babesiosis,Death,4.0,value in Absolute Number,
2013,Mastitis,Death,0.0,value in Absolute Number,
2013,Trypanismiasis,Death,51.0,value in Absolute Number,
2013,Mange,Death,0.0,value in Absolute Number,
2013,Peste Des Petits Ruminant,Death,,value in Absolute Number,
2013,Anaplasmosis,Death,4.0,value in Absolute Number,
2013,Brucellosis,Death,0.0,value in Absolute Number,
2013,Coryza,Death,492.0,value in Absolute Number,
2013,Highly Pathogenic Avian Influenza,Death,,value in Absolute Number,
2013,Avian Influenza,Death,3194.0,value in Absolute Number,
2013,Equine Influenza,Death,,value in Absolute Number,
2013,Glander Disease,Death,4.0,value in Absolute Number,
2014,Foot & Mouth Disease,Outbreak,238.0,value in Absolute Number,
2014,Haemorrhagic Septicaemia,Outbreak,131.0,value in Absolute Number,
2014,Black Quarter,Outbreak,118.0,value in Absolute Number,
2014,Anthrax,Outbreak,55.0,value in Absolute Number,
2014,Fascioliasis,Outbreak,192.0,value in Absolute Number,
2014,Enterotoxaemia,Outbreak,50.0,value in Absolute Number,
2014,Sheep & Goat Pox,Outbreak,88.0,value in Absolute Number,
2014,Cow Pox,Outbreak,,value in Absolute Number,
2014,Buffalo Pox,Outbreak,,value in Absolute Number,
2014,Blue Tongue,Outbreak,14.0,value in Absolute Number,
2014,C.C.P.P.,Outbreak,2.0,value in Absolute Number,
2014,Amphistomiasis,Outbreak,154.0,value in Absolute Number,
2014,Schistosomiasis,Outbreak,56.0,value in Absolute Number,
2014,Swine Fever,Outbreak,69.0,value in Absolute Number,
2014,Salmonellosis,Outbreak,60.0,value in Absolute Number,
2014,Coccidiosis,Outbreak,422.0,value in Absolute Number,
2014,Ranikhet (New Castle) Disease,Outbreak,311.0,value in Absolute Number,
2014,Fowl Pox,Outbreak,214.0,value in Absolute Number,
2014,Fowl Cholera,Outbreak,67.0,value in Absolute Number,
2014,Mareks Disease,Outbreak,48.0,value in Absolute Number,
2014,I.B.D.,Outbreak,183.0,value in Absolute Number,
2014,Duck Plague,Outbreak,45.0,value in Absolute Number,
2014,Chronic Respiratory Disease,Outbreak,461.0,value in Absolute Number,
2014,Canine Distemper,Outbreak,71.0,value in Absolute Number,
2014,Rabies,Outbreak,243.0,value in Absolute Number,
2014,Babesiosis,Outbreak,274.0,value in Absolute Number,
2014,Mastitis,Outbreak,354.0,value in Absolute Number,
2014,Trypanismiasis,Outbreak,105.0,value in Absolute Number,
2014,Mange,Outbreak,45.0,value in Absolute Number,
2014,Peste Des Petits Ruminant,Outbreak,82.0,value in Absolute Number,
2014,Anaplasmosis,Outbreak,108.0,value in Absolute Number,
2014,Brucellosis,Outbreak,7.0,value in Absolute Number,
2014,Coryza,Outbreak,46.0,value in Absolute Number,
2014,Highly Pathogenic Avian Influenza,Outbreak,5.0,value in Absolute Number,
2014,Avian Influenza,Outbreak,1.0,value in Absolute Number,
2014,Equine Influenza,Outbreak,,value in Absolute Number,
2014,Glander Disease,Outbreak,,value in Absolute Number,
2014,Foot & Mouth Disease,Attack,26216.0,value in Absolute Number,
2014,Haemorrhagic Septicaemia,Attack,6816.0,value in Absolute Number,
2014,Black Quarter,Attack,4285.0,value in Absolute Number,
2014,Anthrax,Attack,2180.0,value in Absolute Number,
2014,Fascioliasis,Attack,6009.0,value in Absolute Number,
2014,Enterotoxaemia,Attack,1388.0,value in Absolute Number,
2014,Sheep & Goat Pox,Attack,2650.0,value in Absolute Number,
2014,Cow Pox,Attack,,value in Absolute Number,
2014,Buffalo Pox,Attack,,value in Absolute Number,
2014,Blue Tongue,Attack,659.0,value in Absolute Number,
2014,C.C.P.P.,Attack,29.0,value in Absolute Number,
2014,Amphistomiasis,Attack,16760.0,value in Absolute Number,
2014,Schistosomiasis,Attack,935.0,value in Absolute Number,
2014,Swine Fever,Attack,1726.0,value in Absolute Number,
2014,Salmonellosis,Attack,43942.0,value in Absolute Number,
2014,Coccidiosis,Attack,283219.0,value in Absolute Number,
2014,Ranikhet (New Castle) Disease,Attack,1052633.0,value in Absolute Number,
2014,Fowl Pox,Attack,322734.0,value in Absolute Number,
2014,Fowl Cholera,Attack,155820.0,value in Absolute Number,
2014,Mareks Disease,Attack,1372548.0,value in Absolute Number,
2014,I.B.D.,Attack,1040807.0,value in Absolute Number,
2014,Duck Plague,Attack,24788.0,value in Absolute Number,
2014,Chronic Respiratory Disease,Attack,3578408.0,value in Absolute Number,
2014,Canine Distemper,Attack,1293.0,value in Absolute Number,
2014,Rabies,Attack,8086.0,value in Absolute Number,
2014,Babesiosis,Attack,7520.0,value in Absolute Number,
2014,Mastitis,Attack,58303.0,value in Absolute Number,
2014,Trypanismiasis,Attack,1077.0,value in Absolute Number,
2014,Mange,Attack,1523.0,value in Absolute Number,
2014,Peste Des Petits Ruminant,Attack,8216.0,value in Absolute Number,
2014,Anaplasmosis,Attack,1928.0,value in Absolute Number,
2014,Brucellosis,Attack,206.0,value in Absolute Number,
2014,Coryza,Attack,573828.0,value in Absolute Number,
2014,Highly Pathogenic Avian Influenza,Attack,18576.0,value in Absolute Number,
2014,Avian Influenza,Attack,2.0,value in Absolute Number,
2014,Equine Influenza,Attack,,value in Absolute Number,
2014,Glander Disease,Attack,,value in Absolute Number,
2014,Foot & Mouth Disease,Death,1822.0,value in Absolute Number,
2014,Haemorrhagic Septicaemia,Death,541.0,value in Absolute Number,
2014,Black Quarter,Death,297.0,value in Absolute Number,
2014,Anthrax,Death,2180.0,value in Absolute Number,
2014,Fascioliasis,Death,52.0,value in Absolute Number,
2014,Enterotoxaemia,Death,308.0,value in Absolute Number,
2014,Sheep & Goat Pox,Death,503.0,value in Absolute Number,
2014,Cow Pox,Death,,value in Absolute Number,
2014,Buffalo Pox,Death,,value in Absolute Number,
2014,Blue Tongue,Death,145.0,value in Absolute Number,
2014,C.C.P.P.,Death,5.0,value in Absolute Number,
2014,Amphistomiasis,Death,26.0,value in Absolute Number,
2014,Schistosomiasis,Death,0.0,value in Absolute Number,
2014,Swine Fever,Death,289.0,value in Absolute Number,
2014,Salmonellosis,Death,1614.0,value in Absolute Number,
2014,Coccidiosis,Death,8976.0,value in Absolute Number,
2014,Ranikhet (New Castle) Disease,Death,18943.0,value in Absolute Number,
2014,Fowl Pox,Death,1264.0,value in Absolute Number,
2014,Fowl Cholera,Death,2853.0,value in Absolute Number,
2014,Mareks Disease,Death,4767.0,value in Absolute Number,
2014,I.B.D.,Death,22127.0,value in Absolute Number,
2014,Duck Plague,Death,184.0,value in Absolute Number,
2014,Chronic Respiratory Disease,Death,35985.0,value in Absolute Number,
2014,Canine Distemper,Death,88.0,value in Absolute Number,
2014,Rabies,Death,8086.0,value in Absolute Number,
2014,Babesiosis,Death,9.0,value in Absolute Number,
2014,Mastitis,Death,5.0,value in Absolute Number,
2014,Trypanismiasis,Death,22.0,value in Absolute Number,
2014,Mange,Death,0.0,value in Absolute Number,
2014,Peste Des Petits Ruminant,Death,2419.0,value in Absolute Number,
2014,Anaplasmosis,Death,42.0,value in Absolute Number,
2014,Brucellosis,Death,0.0,value in Absolute Number,
2014,Coryza,Death,2612.0,value in Absolute Number,
2014,Highly Pathogenic Avian Influenza,Death,18576.0,value in Absolute Number,
2014,Avian Influenza,Death,2.0,value in Absolute Number,
2014,Equine Influenza,Death,,value in Absolute Number,
2014,Glander Disease,Death,,value in Absolute Number,
2015,Foot & Mouth Disease,Outbreak,109.0,value in Absolute Number,
2015,Haemorrhagic Septicaemia,Outbreak,89.0,value in Absolute Number,
2015,Black Quarter,Outbreak,98.0,value in Absolute Number,
2015,Anthrax,Outbreak,49.0,value in Absolute Number,
2015,Fascioliasis,Outbreak,80.0,value in Absolute Number,
2015,Enterotoxaemia,Outbreak,48.0,value in Absolute Number,
2015,Sheep & Goat Pox,Outbreak,114.0,value in Absolute Number,
2015,Cow Pox,Outbreak,,value in Absolute Number,
2015,Buffalo Pox,Outbreak,,value in Absolute Number,
2015,Blue Tongue,Outbreak,23.0,value in Absolute Number,
2015,C.C.P.P.,Outbreak,14.0,value in Absolute Number,
2015,Amphistomiasis,Outbreak,95.0,value in Absolute Number,
2015,Schistosomiasis,Outbreak,,value in Absolute Number,
2015,Swine Fever,Outbreak,34.0,value in Absolute Number,
2015,Salmonellosis,Outbreak,42.0,value in Absolute Number,
2015,Coccidiosis,Outbreak,219.0,value in Absolute Number,
2015,Ranikhet (New Castle) Disease,Outbreak,198.0,value in Absolute Number,
2015,Fowl Pox,Outbreak,141.0,value in Absolute Number,
2015,Fowl Cholera,Outbreak,15.0,value in Absolute Number,
2015,Mareks Disease,Outbreak,14.0,value in Absolute Number,
2015,I.B.D.,Outbreak,116.0,value in Absolute Number,
2015,Duck Plague,Outbreak,16.0,value in Absolute Number,
2015,Chronic Respiratory Disease,Outbreak,414.0,value in Absolute Number,
2015,Canine Distemper,Outbreak,37.0,value in Absolute Number,
2015,Rabies,Outbreak,24.0,value in Absolute Number,
2015,Babesiosis,Outbreak,79.0,value in Absolute Number,
2015,Mastitis,Outbreak,177.0,value in Absolute Number,
2015,Trypanismiasis,Outbreak,50.0,value in Absolute Number,
2015,Mange,Outbreak,43.0,value in Absolute Number,
2015,Peste Des Petits Ruminant,Outbreak,116.0,value in Absolute Number,
2015,Anaplasmosis,Outbreak,19.0,value in Absolute Number,
2015,Brucellosis,Outbreak,6.0,value in Absolute Number,
2015,Coryza,Outbreak,32.0,value in Absolute Number,
2015,Highly Pathogenic Avian Influenza,Outbreak,,value in Absolute Number,
2015,Avian Influenza,Outbreak,4.0,value in Absolute Number,value: Birds culled
2015,Equine Influenza,Outbreak,,value in Absolute Number,
2015,Glander Disease,Outbreak,5.0,value in Absolute Number,
2015,Foot & Mouth Disease,Attack,2868.0,value in Absolute Number,
2015,Haemorrhagic Septicaemia,Attack,2135.0,value in Absolute Number,
2015,Black Quarter,Attack,851.0,value in Absolute Number,
2015,Anthrax,Attack,254.0,value in Absolute Number,
2015,Fascioliasis,Attack,2749.0,value in Absolute Number,
2015,Enterotoxaemia,Attack,785.0,value in Absolute Number,
2015,Sheep & Goat Pox,Attack,2071.0,value in Absolute Number,
2015,Cow Pox,Attack,,value in Absolute Number,
2015,Buffalo Pox,Attack,,value in Absolute Number,
2015,Blue Tongue,Attack,60867.0,value in Absolute Number,
2015,C.C.P.P.,Attack,416.0,value in Absolute Number,
2015,Amphistomiasis,Attack,9153.0,value in Absolute Number,
2015,Schistosomiasis,Attack,,value in Absolute Number,
2015,Swine Fever,Attack,778.0,value in Absolute Number,
2015,Salmonellosis,Attack,60551.0,value in Absolute Number,
2015,Coccidiosis,Attack,133544.0,value in Absolute Number,
2015,Ranikhet (New Castle) Disease,Attack,693840.0,value in Absolute Number,
2015,Fowl Pox,Attack,28160.0,value in Absolute Number,
2015,Fowl Cholera,Attack,11033.0,value in Absolute Number,
2015,Mareks Disease,Attack,932000.0,value in Absolute Number,
2015,I.B.D.,Attack,642444.0,value in Absolute Number,
2015,Duck Plague,Attack,332.0,value in Absolute Number,
2015,Chronic Respiratory Disease,Attack,2644733.0,value in Absolute Number,
2015,Canine Distemper,Attack,622.0,value in Absolute Number,
2015,Rabies,Attack,96.0,value in Absolute Number,
2015,Babesiosis,Attack,1713.0,value in Absolute Number,
2015,Mastitis,Attack,13548.0,value in Absolute Number,
2015,Trypanismiasis,Attack,350.0,value in Absolute Number,
2015,Mange,Attack,1185.0,value in Absolute Number,
2015,Peste Des Petits Ruminant,Attack,4905.0,value in Absolute Number,
2015,Anaplasmosis,Attack,236.0,value in Absolute Number,
2015,Brucellosis,Attack,502.0,value in Absolute Number,
2015,Coryza,Attack,282180.0,value in Absolute Number,
2015,Highly Pathogenic Avian Influenza,Attack,,value in Absolute Number,
2015,Avian Influenza,Attack,43982.0,value in Absolute Number,value: Birds culled
2015,Equine Influenza,Attack,,value in Absolute Number,
2015,Glander Disease,Attack,20.0,value in Absolute Number,
2015,Foot & Mouth Disease,Death,92.0,value in Absolute Number,
2015,Haemorrhagic Septicaemia,Death,586.0,value in Absolute Number,
2015,Black Quarter,Death,301.0,value in Absolute Number,
2015,Anthrax,Death,254.0,value in Absolute Number,
2015,Fascioliasis,Death,0.0,value in Absolute Number,
2015,Enterotoxaemia,Death,184.0,value in Absolute Number,
2015,Sheep & Goat Pox,Death,175.0,value in Absolute Number,
2015,Cow Pox,Death,,value in Absolute Number,
2015,Buffalo Pox,Death,,value in Absolute Number,
2015,Blue Tongue,Death,6285.0,value in Absolute Number,
2015,C.C.P.P.,Death,48.0,value in Absolute Number,
2015,Amphistomiasis,Death,43.0,value in Absolute Number,
2015,Schistosomiasis,Death,,value in Absolute Number,
2015,Swine Fever,Death,259.0,value in Absolute Number,
2015,Salmonellosis,Death,1827.0,value in Absolute Number,
2015,Coccidiosis,Death,5014.0,value in Absolute Number,
2015,Ranikhet (New Castle) Disease,Death,12615.0,value in Absolute Number,
2015,Fowl Pox,Death,1114.0,value in Absolute Number,
2015,Fowl Cholera,Death,6700.0,value in Absolute Number,
2015,Mareks Disease,Death,1530.0,value in Absolute Number,
2015,I.B.D.,Death,9974.0,value in Absolute Number,
2015,Duck Plague,Death,78.0,value in Absolute Number,
2015,Chronic Respiratory Disease,Death,18797.0,value in Absolute Number,
2015,Canine Distemper,Death,1.0,value in Absolute Number,
2015,Rabies,Death,96.0,value in Absolute Number,
2015,Babesiosis,Death,6.0,value in Absolute Number,
2015,Mastitis,Death,6.0,value in Absolute Number,
2015,Trypanismiasis,Death,5.0,value in Absolute Number,
2015,Mange,Death,0.0,value in Absolute Number,
2015,Peste Des Petits Ruminant,Death,1017.0,value in Absolute Number,
2015,Anaplasmosis,Death,10.0,value in Absolute Number,
2015,Brucellosis,Death,1.0,value in Absolute Number,
2015,Coryza,Death,1686.0,value in Absolute Number,
2015,Highly Pathogenic Avian Influenza,Death,,value in Absolute Number,
2015,Avian Influenza,Death,197400.0,value in Absolute Number,value: Birds culled
2015,Equine Influenza,Death,,value in Absolute Number,
2015,Glander Disease,Death,13.0,value in Absolute Number,
